project_name,version,license,pypi_url,github_url,snyk_url,type
zope.container,v5.1,License: ZPL-2.1,https://www.pypi.org/project/zope.container,https://github.com/zopefoundation/zope.container,https://snyk.io/advisor/python/zope-container,recognized
